longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-115.5089,38.9023,4,1728,384,1146,576,31.4113,500000,<1H OCEAN
-118.8891,39.0255,17,768,614,1206,461,97.7627,500000,<1H OCEAN
-115.8679,38.8962,28,348,31,2706,95,73.9914,500000,NEAR BAY
-119.3686,38.9501,6,1712,998,3128,428,38.3852,500000,NEAR BAY
-118.2157,39.5976,3,1576,1261,588,946,23.2592,500000,<1H OCEAN
-115.0321,38.8639,12,450,338,2190,338,102.2161,500000,NEAR BAY
-120.1179,40.4256,4,2090,1045,2746,1045,44.0179,500000,NEAR BAY
-122.0971,37.8022,1,1701,464,659,464,37.5054,500000,NEAR BAY
-123.3902,35.8315,25,65,86,2348,65,102.758,500000,<1H OCEAN
-118.4002,36.935,39,350,116,3430,175,29.8629,500000,INLAND
-118.1891,36.6822,26,1962,1635,2965,981,33.4894,500000,NEAR BAY
-118.0929,35.6588,5,516,344,761,516,35.3087,500000,INLAND
-123.9283,36.4469,18,3534,1178,3466,1178,18.4054,500000,INLAND
-124.0258,36.1574,2,3509,2000,1314,957,49.0101,500000,NEAR OCEAN
-115.3458,33.5558,32,112,112,1720,84,25.6663,500000,<1H OCEAN
-117.345,40.3902,12,1636,954,1091,409,28.7936,500000,INLAND
-123.1668,39.6864,20,3826,1471,2477,883,26.5737,500000,INLAND
-123.5536,35.7066,47,488,244,527,122,28.5125,500000,NEAR OCEAN
-122.6814,41.4788,30,3993,399,2513,1198,24.5138,500000,INLAND
-116.2308,41.5189,40,562,321,287,241,47.036,500000,NEAR BAY
-117.0691,40.6388,18,1610,966,2971,966,36.9376,500000,NEAR OCEAN
-117.9135,32.779,48,4402,338,1208,1016,41.7371,500000,INLAND
-117.8921,36.0266,37,1682,210,1861,631,150.0,500000,<1H OCEAN
-115.7113,36.8447,27,2272,649,875,974,36.9383,500000,NEAR BAY
-120.9654,39.3278,30,2489,355,466,1067,58.2972,500000,NEAR OCEAN
-121.0777,38.5307,32,1490,1192,179,894,62.4168,500000,NEAR BAY
-120.0457,38.9446,9,2016,288,3429,864,39.0511,500000,INLAND
-114.4032,39.7885,13,1818,992,563,496,47.7923,500000,<1H OCEAN
-118.751,41.5101,35,1158,643,293,386,41.0588,500000,INLAND
-118.831,37.7393,23,2443,2000,1846,1047,45.7925,500000,NEAR BAY
-116.2041,41.0884,40,409,102,3372,307,28.522,500000,INLAND
-122.5194,40.2408,27,1227,175,381,526,30.1462,500000,<1H OCEAN
-120.246,35.7103,4,1065,1491,968,639,40.9658,500000,NEAR OCEAN
-117.8864,40.2299,34,1164,499,1989,499,12.4217,429800,<1H OCEAN
-114.4198,33.6148,32,637,956,1774,478,99.5071,500000,NEAR BAY
-122.7553,34.0082,19,3202,492,595,739,148.2796,500000,<1H OCEAN
-119.7797,41.9276,41,570,142,3332,428,44.9161,500000,NEAR BAY
-115.2442,36.5725,18,1582,1582,1318,1187,60.453,500000,ISLAND
-117.0447,36.8759,6,846,423,2400,254,77.573,500000,NEAR BAY
-118.1622,41.5348,7,994,165,1657,497,18.3162,500000,<1H OCEAN
-121.7289,35.9375,46,4428,340,2090,1022,70.7783,500000,INLAND
-122.4279,34.7512,20,1390,397,3175,596,31.3973,500000,<1H OCEAN
-120.5579,33.2393,22,2866,286,1208,860,150.0,500000,<1H OCEAN
-121.7489,37.4649,16,3176,1852,2869,794,36.2206,500000,INLAND
-116.2152,34.397,38,1867,1005,1094,431,69.93,500000,<1H OCEAN
-117.093,33.1157,31,3318,301,1177,905,36.4353,500000,INLAND
-115.948,40.2242,46,969,430,211,323,150.0,500000,INLAND
-122.5892,35.6217,46,3344,912,1279,912,29.8199,500000,<1H OCEAN
-121.2003,38.0042,51,394,65,2093,197,81.5844,500000,INLAND
-116.6145,33.4941,17,3392,1413,2275,848,59.0622,500000,INLAND
-122.6645,37.303,30,716,358,1562,179,51.6852,500000,<1H OCEAN
-122.8439,38.5025,18,2447,1748,1312,1049,46.525,500000,INLAND
-120.4694,36.7737,36,769,1794,862,769,27.1772,500000,<1H OCEAN
-122.4356,35.7061,39,320,160,3174,96,8.593,306100,<1H OCEAN
-123.511,35.4541,13,233,233,1406,175,77.2634,500000,INLAND
-121.1723,33.5391,44,265,618,1140,265,30.2435,500000,NEAR BAY
-115.544,33.5991,15,5000,1923,3299,1154,81.8056,500000,<1H OCEAN
-123.7347,37.2091,51,2181,1454,2265,727,50.0791,500000,NEAR BAY
-118.6389,33.8189,44,1236,742,2984,371,83.3242,500000,INLAND
-118.67,34.6228,1,1472,122,1421,368,65.6095,500000,INLAND
-118.9916,34.0658,21,342,158,1563,79,9.2421,342500,<1H OCEAN
-119.2449,40.1236,20,1226,566,2580,283,58.6462,500000,NEAR BAY
-124.1276,36.7723,42,1377,1377,3431,1033,32.9958,500000,NEAR OCEAN
-123.8255,37.7496,37,1476,984,2781,738,81.5806,500000,<1H OCEAN
-119.1879,38.0381,3,1730,944,1671,472,57.8185,500000,<1H OCEAN
-114.6169,36.2657,43,74,24,2132,74,58.228,500000,NEAR BAY
-120.2202,35.3351,12,740,592,1287,444,34.4407,500000,INLAND
-119.5767,36.1332,19,1306,980,1651,490,23.4535,500000,<1H OCEAN
-114.4794,37.5808,9,372,124,1418,186,31.2761,500000,INLAND
-116.5089,35.9065,9,997,498,438,748,13.7722,436800,INLAND
-116.5989,33.7979,27,3236,269,3073,809,28.4566,500000,NEAR BAY
-119.2526,41.18,5,2793,1197,565,1197,16.8456,488300,INLAND
-115.3209,39.4579,5,1078,462,1010,462,17.1147,500000,<1H OCEAN
-118.4882,33.1296,41,1223,856,960,367,43.4875,500000,NEAR BAY
-117.733,41.1041,18,3320,332,855,996,55.8693,500000,INLAND
-116.4244,34.1194,34,1205,753,1791,452,39.7858,500000,<1H OCEAN
-120.2342,33.4284,51,3100,258,3365,775,30.0635,500000,NEAR OCEAN
-114.7673,34.1456,3,1796,1796,1216,898,22.9689,500000,INLAND
-114.4199,41.3638,41,4244,1414,2596,1061,33.5243,500000,<1H OCEAN
-118.4286,34.6023,6,1664,416,2591,416,24.7605,500000,NEAR OCEAN
-122.0794,39.9764,39,765,1785,2696,765,39.0517,500000,<1H OCEAN
-116.551,38.6089,16,733,400,2216,200,16.2756,500000,NEAR BAY
-121.0786,37.4231,7,1261,315,2616,946,61.7674,500000,<1H OCEAN
-118.529,35.9731,12,269,67,2688,101,28.8574,500000,NEAR OCEAN
-123.433,33.3829,19,3687,567,2421,851,50.8225,500000,<1H OCEAN
-116.2261,39.2512,38,483,483,1998,290,69.056,500000,<1H OCEAN
-114.7091,36.2504,35,1743,1162,410,581,49.3683,500000,<1H OCEAN
-123.3578,37.5824,38,502,228,1827,137,65.5007,500000,<1H OCEAN
-116.984,32.9917,2,2242,841,2662,841,11.7353,406800,NEAR BAY
-115.6916,39.8714,50,604,1208,1262,604,30.1707,500000,INLAND
-123.2049,39.0766,23,813,1626,946,813,78.6047,500000,NEAR OCEAN
-121.832,37.5284,6,1197,149,2120,449,55.0434,500000,INLAND
-120.3813,37.2149,48,57,76,550,57,122.9359,500000,NEAR BAY
-115.9324,35.7018,41,718,1196,2544,718,112.7546,500000,<1H OCEAN
-119.3657,35.7528,5,3696,1421,3442,853,48.5377,500000,NEAR BAY
-122.9304,33.1504,23,2170,542,1746,814,34.862,500000,<1H OCEAN
-121.7363,39.0238,47,936,234,194,351,22.8174,500000,INLAND
-119.6262,32.9272,35,1165,874,1022,874,30.4809,500000,<1H OCEAN
-123.9074,32.5135,10,2467,673,207,673,31.7419,500000,INLAND
-117.99,32.7943,36,776,679,1661,291,28.407,500000,<1H OCEAN
-124.0468,34.4328,10,296,296,1153,178,23.373,500000,INLAND
-116.4913,37.9169,18,1554,848,2729,424,51.6005,500000,NEAR OCEAN
-116.9615,38.971,10,126,25,2970,76,112.2321,500000,INLAND
-115.6456,36.497,36,2328,1746,1578,873,70.99,500000,NEAR OCEAN
-122.7229,36.3821,48,201,44,3425,67,33.4193,500000,INLAND
-118.2741,37.9795,3,210,140,1628,105,74.5151,500000,INLAND
-116.4897,38.1699,31,924,231,502,231,49.9277,500000,<1H OCEAN
-119.1425,40.5275,13,1413,989,3188,424,39.5736,500000,<1H OCEAN
-122.992,40.2813,39,144,120,1444,72,38.1189,500000,INLAND
-123.3107,40.3235,8,1032,1032,3110,774,35.9677,500000,NEAR BAY
-118.241,40.5196,19,404,269,2596,202,59.9328,500000,NEAR OCEAN
-119.3239,40.8584,11,2594,1621,3294,973,44.0968,500000,<1H OCEAN
-115.0044,37.7755,45,2079,1386,2294,693,26.194,500000,INLAND
-115.9616,38.1541,5,338,241,2115,145,25.4438,500000,<1H OCEAN
-117.0625,39.4086,30,510,1020,893,510,48.7218,500000,NEAR OCEAN
-114.476,34.3906,7,703,422,1049,211,52.4456,500000,NEAR BAY
-117.3539,35.9244,31,2746,392,1219,1177,33.606,500000,<1H OCEAN
-123.3764,41.1702,40,1462,731,1152,731,20.5607,500000,INLAND
-123.5244,37.4662,39,2937,2000,2120,979,85.8983,500000,<1H OCEAN
-116.1413,32.992,2,1920,480,3058,480,75.622,500000,<1H OCEAN
-120.693,36.3528,40,218,436,220,218,12.3069,442500,NEAR OCEAN
-115.0572,34.0275,16,1386,426,2203,320,90.5892,500000,INLAND
-123.1175,35.8847,35,1763,352,2677,529,35.7732,500000,NEAR BAY
-122.3121,37.6773,50,2808,936,1607,936,45.4484,500000,INLAND
-116.5683,37.2988,7,545,726,1036,545,80.2799,500000,<1H OCEAN
-115.8253,37.1595,19,3723,372,1570,1117,109.3013,500000,<1H OCEAN
-115.628,32.6742,45,1553,466,2916,466,74.0177,500000,INLAND
-123.3086,36.7285,8,954,530,3209,318,46.8618,500000,NEAR BAY
-120.482,32.7752,14,2269,1444,2424,619,17.7645,500000,<1H OCEAN
-117.8361,36.3462,29,708,413,1751,177,12.0233,398100,<1H OCEAN
-115.112,38.6465,51,3280,820,2294,820,68.6815,500000,INLAND
-121.9098,33.6961,16,332,332,2401,166,90.7223,500000,INLAND
-118.2966,41.2093,20,2623,787,2709,787,24.8734,500000,<1H OCEAN
-122.8648,38.4899,41,489,978,591,489,34.4916,500000,NEAR OCEAN
-116.8272,34.5672,7,1380,1073,355,460,29.027,500000,INLAND
-123.0248,36.2438,17,1002,1002,1275,752,28.5668,500000,<1H OCEAN
-114.3002,33.4206,17,1720,1433,983,860,77.2898,500000,NEAR OCEAN
-123.3773,32.7096,21,3726,2000,2190,1118,46.2291,500000,<1H OCEAN
-117.4466,41.2007,30,891,127,1873,382,35.3422,500000,<1H OCEAN
-116.5296,38.9142,12,3932,655,3222,983,150.0,500000,<1H OCEAN
-121.7201,39.9066,20,1010,1683,2742,1010,17.1489,500000,NEAR BAY
-121.7517,38.4106,47,5178,796,602,1195,56.3359,500000,INLAND
-118.3385,41.1143,43,3863,2000,2986,1159,21.6109,500000,INLAND
-117.9953,41.0112,49,2237,639,2720,959,36.8967,500000,NEAR OCEAN
-117.0947,33.0525,35,388,388,1399,388,44.3347,500000,<1H OCEAN
-118.4971,34.3,30,848,1696,297,848,67.3123,500000,NEAR BAY
-122.5553,36.26,11,2221,1269,2798,952,34.67,500000,<1H OCEAN
-115.0586,35.7404,9,1155,770,756,385,32.5382,500000,NEAR BAY
-122.6339,37.4929,28,2626,1641,848,985,34.2996,500000,NEAR OCEAN
-118.6476,35.0321,21,1714,1142,1699,857,21.213,500000,INLAND
-115.1,40.0759,41,2046,818,380,614,59.2622,500000,INLAND
-115.1703,32.5712,1,3123,2000,1457,1041,48.0089,500000,INLAND
-122.6209,40.0194,46,300,350,938,150,52.6511,500000,<1H OCEAN
-121.914,36.237,9,1672,278,280,836,38.8948,500000,NEAR BAY
-118.2815,32.5488,21,2226,1272,3170,954,36.1204,500000,<1H OCEAN
-120.9284,40.5471,19,352,192,986,96,82.1006,500000,INLAND
-116.9912,36.7442,48,1554,863,1949,518,74.8628,500000,<1H OCEAN
-119.076,39.3849,37,858,858,2876,644,94.7712,500000,NEAR BAY
-121.6391,40.8453,2,1252,578,1736,289,50.7109,500000,INLAND
-120.1896,32.826,44,1768,1414,1095,1061,91.303,500000,<1H OCEAN
-117.3889,34.9905,35,2566,256,2627,770,31.593,500000,<1H OCEAN
-116.4486,33.6295,4,366,244,2452,366,35.948,500000,NEAR BAY
-120.6044,33.4311,40,920,184,134,552,83.0668,500000,<1H OCEAN
-123.2501,41.4836,2,534,296,2885,178,67.2649,500000,<1H OCEAN
-120.7672,40.1529,22,600,350,502,150,34.0665,500000,NEAR OCEAN
-117.9953,35.9649,9,2724,908,2607,908,21.6462,500000,INLAND
-116.7017,39.0293,1,1181,2000,438,1181,35.881,500000,NEAR BAY
-115.5034,41.2347,29,1594,858,322,368,26.8876,500000,INLAND
-114.6806,34.5977,36,551,331,513,331,114.1242,500000,INLAND
-119.0064,32.6344,25,1950,1950,2618,836,63.9825,500000,INLAND
-115.4979,40.329,18,849,212,1641,637,25.6112,500000,NEAR OCEAN
-121.6792,39.3656,27,700,350,2145,210,21.6627,500000,INLAND
-118.7035,34.0224,8,1906,544,1054,817,25.4215,500000,<1H OCEAN
-118.9062,37.1516,3,485,582,507,291,28.9998,500000,<1H OCEAN
-116.6131,34.0241,9,606,60,2771,182,36.6922,500000,<1H OCEAN
-116.5688,38.2248,3,971,1166,2931,583,79.1475,500000,<1H OCEAN
-121.4466,38.6519,40,2400,900,2952,900,22.707,500000,NEAR OCEAN
-115.4414,35.1285,32,2163,432,320,649,150.0,500000,INLAND
-115.3851,39.918,10,2915,1060,3244,795,23.0256,500000,<1H OCEAN
-114.8176,36.9992,30,1076,753,1942,323,17.4119,500000,NEAR OCEAN
-119.7236,39.2104,25,1851,411,766,617,111.6722,500000,INLAND
-114.4259,38.5782,6,869,869,775,869,89.5985,500000,<1H OCEAN
-116.4509,36.7822,50,1095,1095,1809,657,36.3493,500000,NEAR OCEAN
-117.7681,35.2808,48,975,108,2152,325,50.9775,500000,<1H OCEAN
-119.9774,34.4409,39,3061,2000,265,1148,51.7553,500000,<1H OCEAN
-115.8757,39.5865,42,338,169,1786,127,44.0186,500000,<1H OCEAN
-116.6586,38.5985,28,4022,2000,915,1097,18.6286,500000,NEAR OCEAN
-118.4444,35.1689,41,3532,883,3220,883,9.1468,332700,<1H OCEAN
-114.3285,41.6874,27,474,356,2191,178,24.4285,500000,<1H OCEAN
-121.8054,40.1982,9,457,343,1364,343,120.5757,500000,INLAND
-117.8825,33.7046,9,1106,632,1536,474,123.4496,500000,NEAR OCEAN
-121.0887,34.0444,44,1918,1151,2946,1151,34.6564,500000,NEAR BAY
-119.7216,37.6685,23,1717,858,2448,644,22.8239,500000,<1H OCEAN
-120.9105,33.4726,38,1038,230,1417,346,47.9164,500000,NEAR OCEAN
-120.9544,41.6612,8,3321,1476,2953,1107,52.7716,500000,INLAND
-120.5317,38.5612,23,555,370,2214,185,58.1495,500000,<1H OCEAN
-123.7332,33.1287,5,1978,659,302,989,8.9028,329300,<1H OCEAN
-123.9014,36.7131,12,1340,2000,2244,1005,150.0,500000,<1H OCEAN
-117.0508,34.6087,6,1976,988,3291,494,80.0035,500000,INLAND
-121.1909,37.1593,11,231,33,3035,99,36.0125,500000,INLAND
-124.0879,34.8467,31,1781,1781,244,1069,26.3508,500000,INLAND
-123.4852,40.4021,1,5035,1549,3098,1162,73.3299,500000,NEAR BAY
-122.3415,39.3504,10,484,806,3437,484,54.5884,500000,INLAND
-123.8179,41.1125,36,526,263,653,263,42.8572,500000,NEAR BAY
-114.8385,34.3806,8,1323,240,2267,361,53.388,500000,NEAR OCEAN
-118.6164,36.1612,29,480,206,2667,206,37.9001,500000,NEAR BAY
-120.3598,40.1519,45,3004,500,247,751,51.6093,500000,NEAR BAY
-118.9729,36.0515,40,1292,646,2914,646,62.7026,500000,<1H OCEAN
-123.1718,36.1013,7,1530,1071,1438,459,49.8279,500000,<1H OCEAN
-117.2815,41.8674,8,1862,1596,1117,798,48.2858,500000,<1H OCEAN
-114.6041,39.8232,36,2040,510,977,765,93.5318,500000,INLAND
-122.9934,40.6778,18,165,82,1819,62,15.554,500000,NEAR OCEAN
-122.774,36.3662,22,2257,173,2815,521,25.1248,500000,<1H OCEAN
-118.0134,38.0662,25,3824,347,2893,1043,41.2034,500000,<1H OCEAN
-122.7807,36.7803,30,2251,1608,866,965,26.1713,500000,<1H OCEAN
-123.0395,36.7778,23,2410,1033,2911,1033,31.9754,500000,INLAND
-117.5952,33.7131,2,2676,1911,2909,1147,87.8148,500000,NEAR BAY
-118.1134,40.5003,5,440,80,308,120,37.0846,500000,<1H OCEAN
-122.1226,36.2102,1,1080,120,1161,360,13.532,500000,NEAR BAY
-116.0682,38.0273,14,1541,1156,151,578,31.4557,500000,<1H OCEAN
-123.2475,40.6422,42,1484,424,3463,636,41.9909,500000,INLAND
-120.9743,39.848,50,2226,318,1705,954,41.5293,500000,NEAR BAY
-116.9113,34.3833,25,2649,1766,1019,883,56.6112,500000,NEAR BAY
-118.161,38.3759,2,3448,1436,3140,862,53.9047,500000,INLAND
-118.2993,37.2094,4,1005,541,2428,232,37.311,500000,NEAR BAY
-117.4373,34.9714,42,829,1381,3296,829,19.8214,500000,INLAND
-117.8354,32.8882,18,1608,1286,2820,965,31.1216,500000,<1H OCEAN
-115.5573,38.483,45,3046,1523,3348,914,27.9082,500000,NEAR OCEAN
-118.6123,39.9086,26,960,1440,835,720,34.176,500000,INLAND
-120.2872,41.4463,45,453,251,793,151,61.3924,500000,NEAR BAY
-116.6391,35.8723,7,518,222,357,222,51.6788,500000,NEAR OCEAN
-121.7076,36.2926,44,1506,2000,1265,904,66.4858,500000,<1H OCEAN
-116.7041,34.0486,28,2794,1746,1974,1048,32.2054,500000,<1H OCEAN
-121.5002,41.8539,23,2664,2000,2021,999,100.2434,500000,INLAND
-119.4962,40.5711,27,1800,720,2402,540,60.7209,500000,INLAND
-116.9081,41.5972,17,2900,966,2592,725,43.3769,500000,<1H OCEAN
-118.0234,37.2058,31,1096,506,2878,253,58.2412,500000,<1H OCEAN
-123.4431,34.4929,40,1703,1216,1867,730,27.0349,500000,NEAR BAY
-119.8344,37.9453,42,913,548,1027,274,11.4425,310800,INLAND
-116.1814,36.0349,50,3534,2000,1593,964,28.1787,500000,NEAR OCEAN
-114.3324,35.8047,22,4129,635,3065,953,63.5012,500000,<1H OCEAN
-119.632,33.2825,40,360,72,2874,108,42.5515,500000,ISLAND
-123.4407,33.1949,46,1876,750,3213,1126,37.3557,500000,NEAR BAY
-120.6381,36.0986,1,1930,1608,1936,965,24.3829,500000,INLAND
-119.4008,41.2989,25,806,968,2749,484,12.5421,432500,NEAR OCEAN
-123.5657,39.3687,36,946,1325,1504,568,95.3441,500000,INLAND
-115.6574,39.7253,24,280,46,125,140,35.7964,500000,NEAR BAY
-118.9121,34.7258,6,3002,375,2628,1126,31.339,500000,<1H OCEAN
-120.1388,39.478,34,605,275,396,165,27.1017,500000,NEAR BAY
-120.3282,36.36,21,2220,740,2259,1110,86.0818,500000,INLAND
-124.0169,33.0642,32,1336,1069,3492,802,68.8132,500000,ISLAND
-119.1112,36.2507,1,1474,368,187,1106,22.6972,500000,<1H OCEAN
-119.5442,33.7469,1,793,158,2595,476,81.5577,500000,NEAR BAY
-120.8411,40.6101,31,2520,1440,3051,1080,37.1715,500000,<1H OCEAN
-117.7132,40.4828,51,1260,900,2231,540,28.1138,500000,INLAND
-120.1897,35.231,33,1054,1054,2445,452,34.0019,500000,INLAND
-118.5824,38.3133,49,874,582,3164,437,25.3456,500000,<1H OCEAN
-115.4496,35.9557,44,2669,1906,2742,1144,18.3579,500000,INLAND
-120.6611,33.9651,15,1950,1365,234,585,64.6032,500000,NEAR BAY
-120.3208,38.6694,6,600,800,2732,600,35.5224,500000,INLAND
-115.641,39.721,29,3160,526,2675,790,58.7277,500000,<1H OCEAN
-120.7191,39.8599,32,1378,1378,875,689,48.1785,500000,NEAR BAY
-119.9064,33.9176,40,896,224,2325,672,56.3572,500000,INLAND
-116.2919,37.3695,27,646,323,2962,485,11.8816,327900,INLAND
-118.3813,32.727,47,714,79,2983,238,24.1076,500000,<1H OCEAN
-114.9611,33.3566,44,3181,1988,3061,1193,57.0657,500000,INLAND
-119.5934,33.27,30,614,409,2744,614,18.8721,500000,<1H OCEAN
-119.5097,33.0433,29,3114,1168,515,1168,50.7253,500000,<1H OCEAN
-123.8707,35.6708,1,965,965,1748,579,17.6046,500000,NEAR OCEAN
-122.327,35.898,40,3202,739,892,739,40.9541,500000,NEAR OCEAN
-118.9,39.1298,35,1354,677,341,677,106.5463,500000,NEAR BAY
-122.4289,35.6339,46,5026,1546,995,1160,64.5439,500000,NEAR OCEAN
-119.7642,33.8338,5,531,59,3191,177,13.3583,393300,INLAND
-121.4668,41.4953,8,2795,1505,2133,645,67.4649,500000,NEAR BAY
-124.0919,40.817,35,678,527,2695,226,121.0166,500000,<1H OCEAN
-119.5489,33.6801,25,1397,1746,1809,1048,150.0,500000,NEAR BAY
-117.8373,35.9464,30,2196,219,1311,659,53.927,500000,INLAND
-120.9177,34.0968,23,2962,1481,1741,1111,17.8845,500000,NEAR OCEAN
-116.5347,41.6116,33,1464,366,3445,366,52.6356,500000,<1H OCEAN
-122.8395,35.8818,34,553,158,1075,237,105.6578,500000,<1H OCEAN
-123.3871,33.4321,10,1288,1803,1157,773,36.2461,500000,<1H OCEAN
-114.9516,39.405,39,289,217,2980,217,75.8267,500000,<1H OCEAN
-115.0834,39.2613,26,1752,796,1359,478,24.5037,500000,INLAND
-120.2346,34.7898,30,683,683,3173,410,50.7036,500000,<1H OCEAN
-120.1007,35.5539,32,1010,303,3413,303,9.1051,267000,INLAND
-115.7896,36.4427,38,266,200,324,200,22.9286,500000,<1H OCEAN
-118.9948,35.0432,16,804,1876,2371,804,40.4034,500000,INLAND
-123.1289,35.2444,1,3070,1842,420,921,32.6084,500000,INLAND
-123.1513,40.1151,10,1004,669,3089,502,18.5824,500000,INLAND
-122.9887,39.6426,50,1119,497,491,373,30.0479,500000,<1H OCEAN
-116.4923,39.08,12,231,77,3118,231,49.4211,500000,INLAND
-118.281,39.0243,13,1380,552,2715,828,38.5073,500000,INLAND
-121.3023,37.4579,44,980,326,1923,980,42.0621,500000,INLAND
-122.6793,35.8338,13,1360,1360,806,680,62.9139,500000,INLAND
-123.0654,39.3452,24,1092,1274,1007,546,33.0059,500000,INLAND
-116.8861,33.6055,19,1855,530,1566,795,91.6605,500000,<1H OCEAN
-115.4414,33.8402,34,1836,734,2981,1102,22.3991,500000,NEAR BAY
-118.9892,33.6995,31,3168,1188,3152,1188,128.9451,500000,NEAR OCEAN
-116.5729,39.4608,27,1088,544,1806,272,79.0759,500000,NEAR BAY
-121.4687,38.1196,26,598,598,891,598,32.7527,500000,NEAR OCEAN
-118.4434,36.7765,43,4228,352,2018,1057,34.0897,500000,INLAND
-119.9196,37.0242,30,1813,1295,2927,777,45.9074,500000,NEAR OCEAN
-123.4231,40.3618,26,2964,658,1940,988,58.078,500000,INLAND
-119.4263,33.656,46,3983,1991,3127,1195,78.2035,500000,INLAND
-115.8321,36.1408,5,619,338,132,169,18.142,500000,INLAND
-123.7822,39.7216,43,3267,251,1806,754,52.7229,500000,<1H OCEAN
-119.5289,38.7495,11,2864,1542,255,661,11.3893,419700,<1H OCEAN
-115.5674,36.6339,17,502,628,2179,377,36.4596,500000,NEAR BAY
-116.3993,34.6312,1,1869,267,2195,801,97.0215,500000,<1H OCEAN
-119.3655,41.4912,30,450,112,1161,169,17.3227,500000,NEAR OCEAN
-122.5866,36.3752,43,1650,412,2801,619,15.5342,500000,<1H OCEAN
-115.8147,40.8394,20,2279,1227,3334,526,46.2963,500000,INLAND
-122.7687,39.8894,34,1660,996,1653,498,93.2275,500000,<1H OCEAN
-121.5318,40.6845,21,1764,756,1578,756,49.295,500000,<1H OCEAN
-123.0572,32.6608,39,4918,1513,747,1135,12.9334,500000,ISLAND
-119.7099,37.0352,51,4176,1139,195,1139,14.7716,500000,NEAR BAY
-118.008,34.9646,37,3135,855,1482,855,43.0014,500000,INLAND
-116.0288,35.1032,18,1290,716,1601,430,19.9862,500000,<1H OCEAN
-119.6866,35.0635,43,1160,773,2712,1160,44.0179,500000,NEAR BAY
-114.5928,36.1985,2,5191,2000,3031,1198,45.6125,500000,<1H OCEAN
-118.3414,36.4017,51,3410,2000,469,1023,30.2268,500000,INLAND
-118.2559,38.5234,43,1405,2000,618,1054,120.4744,500000,NEAR BAY
-122.5471,35.3535,34,1648,659,2004,989,57.7929,500000,INLAND
-122.3988,35.0914,32,1848,924,1376,924,83.8928,500000,INLAND
-118.5337,35.9258,13,1473,589,2487,884,70.4522,500000,NEAR BAY
-117.0912,39.0219,22,2352,1306,1196,784,37.0601,500000,<1H OCEAN
-122.2529,32.5016,6,2376,792,1513,792,36.0864,500000,NEAR BAY
-119.4598,39.5958,18,830,498,1610,498,33.9203,500000,INLAND
-120.738,35.7202,31,3563,356,2144,1069,61.0227,500000,<1H OCEAN
-119.9124,37.9743,19,1558,1038,336,779,27.45,500000,NEAR BAY
-122.0787,39.7345,40,1006,1006,3103,755,114.1604,500000,<1H OCEAN
-122.8928,37.3529,44,3913,1204,1252,903,25.9213,500000,<1H OCEAN
-121.095,38.6479,29,272,136,823,136,46.1211,500000,INLAND
-115.6108,41.2394,18,1843,2000,2277,1106,35.3443,500000,NEAR BAY
-116.2477,32.7837,16,2396,1198,559,719,30.9418,500000,NEAR BAY
-123.2835,35.8205,28,4165,757,2106,1136,149.3053,500000,<1H OCEAN
-123.4219,41.3051,37,224,168,306,168,31.1605,500000,INLAND
-119.3705,40.4556,7,318,530,996,318,33.7761,500000,INLAND
-121.5262,38.3599,23,4564,380,2569,1141,27.2242,500000,<1H OCEAN
-116.0657,34.6784,23,2256,846,1364,846,41.563,500000,<1H OCEAN
-119.4382,35.6401,15,2114,1850,3161,793,38.1605,500000,INLAND
-115.7729,40.6506,13,1199,685,1309,514,20.7186,500000,NEAR BAY
-123.218,39.1336,43,2064,917,2447,688,31.4363,500000,INLAND
-114.5992,35.2137,23,2260,1130,201,678,58.4632,500000,<1H OCEAN
-116.629,33.7563,30,277,277,3419,277,75.0967,500000,<1H OCEAN
-116.9812,39.9173,2,1168,1402,2193,701,41.1402,500000,<1H OCEAN
-114.8978,37.9741,15,2786,214,2507,643,42.0131,500000,<1H OCEAN
-119.597,41.6527,12,546,546,1205,410,32.6547,500000,INLAND
-122.8111,36.3617,17,1772,738,1080,443,29.9977,500000,NEAR BAY
-119.331,35.8158,43,2177,622,1584,933,23.3557,500000,<1H OCEAN
-116.1478,35.2622,30,1376,1652,969,826,15.9362,500000,<1H OCEAN
-115.7046,37.0779,47,1770,196,170,590,26.6055,500000,NEAR BAY
-119.4145,35.5659,22,2483,1241,2366,745,69.7569,500000,INLAND
-116.977,33.1953,40,654,545,2536,327,31.4354,500000,INLAND
-121.8305,35.4652,9,2288,1248,2397,624,32.9494,500000,NEAR OCEAN
-121.9945,34.5794,42,696,464,1983,696,32.5668,500000,<1H OCEAN
-118.4374,40.2462,32,453,226,1880,340,85.5764,500000,<1H OCEAN
-120.0825,34.7381,2,732,406,3450,244,23.2326,500000,<1H OCEAN
-122.6895,36.8593,36,1962,1526,1891,654,47.8857,500000,NEAR OCEAN
-116.6864,38.891,25,3770,2000,2499,1131,38.9199,500000,<1H OCEAN
-118.9785,33.9177,1,2320,386,1516,580,42.2389,500000,<1H OCEAN
-119.0961,37.5472,44,4706,1086,212,1086,46.9553,500000,INLAND
-122.4069,40.5483,28,2741,685,1289,1028,41.967,500000,NEAR BAY
-121.8886,38.0488,31,2416,1812,2552,906,65.2612,500000,<1H OCEAN
