order_id,customer_id,order_date,product_category,quantity,unit_price,total_amount,payment_method,returned
ORD-10325,CUST-3265,2022-10-24,Electronics,1,200.04,200.04,paypal,0
ORD-10326,CUST-4369,2022-10-25,Clothing,1,35.65,35.65,paypal,0
ORD-10327,CUST-2604,2022-10-26,Books,1,21.74,21.74,debit_card,0
ORD-10328,CUST-1278,2022-10-27,Electronics,1,81.21,81.21,bank_transfer,0
ORD-10329,CUST-3206,2022-10-28,Home & Garden,1,78.0,78.0,credit_card,0
ORD-10330,CUST-2081,2022-10-29,Books,1,25.26,25.26,paypal,0
ORD-10331,CUST-2218,2022-10-30,Clothing,2,62.05,124.1,paypal,0
ORD-10332,CUST-4689,2022-10-30,Clothing,3,35.12,105.36,credit_card,0
ORD-10333,CUST-4765,2022-10-31,Clothing,5,47.47,237.35,debit_card,0
ORD-10334,CUST-2035,2022-11-01,Beauty,1,48.6,48.6,credit_card,0
ORD-10335,CUST-3365,2022-11-02,Clothing,1,50.35,50.35,credit_card,0
ORD-10336,CUST-3163,2022-11-03,Books,3,19.47,58.41,debit_card,0
ORD-10337,CUST-4844,2022-11-04,Clothing,1,96.88,96.88,bank_transfer,0
ORD-10338,CUST-4784,2022-11-05,Sports,5,55.76,278.8,credit_card,0
ORD-10339,CUST-2400,2022-11-06,Electronics,2,257.79,515.58,debit_card,1
ORD-10340,CUST-1101,2022-11-07,Electronics,1,96.86,96.86,credit_card,0
ORD-10341,CUST-1009,2022-11-08,Sports,1,113.57,113.57,credit_card,0
ORD-10342,CUST-1018,2022-11-09,Sports,1,115.49,115.49,credit_card,0
ORD-10343,CUST-4125,2022-11-09,Clothing,1,43.77,43.77,debit_card,0
ORD-10344,CUST-3959,2022-11-10,Clothing,1,28.22,28.22,credit_card,0
ORD-10345,CUST-4309,2022-11-11,Beauty,3,8.47,25.41,credit_card,0
ORD-10346,CUST-1558,2022-11-12,Electronics,2,135.71,271.42,paypal,0
ORD-10347,CUST-1234,2022-11-13,Electronics,1,217.89,217.89,credit_card,0
ORD-10348,CUST-1681,2022-11-14,Home & Garden,1,42.67,42.67,credit_card,0
ORD-10349,CUST-3501,2022-11-15,Clothing,1,57.13,57.13,credit_card,0
ORD-10350,CUST-1035,2022-11-16,Books,1,9.01,9.01,debit_card,0
ORD-10351,CUST-3644,2022-11-17,Sports,2,81.58,163.16,paypal,0
ORD-10352,CUST-4555,2022-11-18,Home & Garden,2,40.59,81.18,debit_card,0
ORD-10353,CUST-1582,2022-11-19,Books,3,21.31,63.93,credit_card,0
ORD-10354,CUST-3955,2022-11-19,Home & Garden,1,59.97,59.97,credit_card,0
ORD-10355,CUST-3210,2022-11-20,Sports,1,47.15,47.15,debit_card,0
ORD-10356,CUST-4776,2022-11-21,Electronics,3,132.56,397.68,credit_card,0
ORD-10357,CUST-1972,2022-11-22,Clothing,2,34.45,68.9,credit_card,0
ORD-10358,CUST-1907,2022-11-23,Books,2,10.44,20.88,credit_card,0
ORD-10359,CUST-1065,2022-11-24,Clothing,1,78.82,78.82,credit_card,0
ORD-10360,CUST-3820,2022-11-25,Electronics,3,154.07,462.21,credit_card,0
ORD-10361,CUST-4467,2022-11-26,Clothing,1,6.55,6.55,bank_transfer,0
ORD-10362,CUST-1075,2022-11-27,Sports,1,67.56,67.56,paypal,0
ORD-10363,CUST-2966,2022-11-28,Electronics,2,245.86,491.72,paypal,0
ORD-10364,CUST-3896,2022-11-29,Sports,1,62.59,62.59,credit_card,0
ORD-10365,CUST-4126,2022-11-30,Sports,3,143.92,431.76,paypal,0
ORD-10366,CUST-4721,2022-11-30,Books,1,14.46,14.46,paypal,0
ORD-10367,CUST-3891,2022-12-01,Clothing,1,66.07,66.07,bank_transfer,0
ORD-10368,CUST-4682,2022-12-02,Sports,1,127.32,127.32,credit_card,0
ORD-10369,CUST-4974,2022-12-03,Electronics,3,212.41,637.23,debit_card,0
ORD-10370,CUST-4710,2022-12-04,Beauty,2,18.01,36.02,credit_card,0
ORD-10371,CUST-2751,2022-12-05,Sports,1,56.07,56.07,paypal,0
ORD-10372,CUST-2628,2022-12-06,Electronics,1,264.25,264.25,debit_card,0
ORD-10373,CUST-2710,2022-12-07,Sports,1,61.03,61.03,paypal,0
ORD-10374,CUST-4802,2022-12-08,Home & Garden,1,104.27,104.27,paypal,0
ORD-10375,CUST-2127,2022-12-09,Home & Garden,2,62.09,124.18,debit_card,0
ORD-10376,CUST-4009,2022-12-10,Home & Garden,1,79.24,79.24,debit_card,1
ORD-10377,CUST-3500,2022-12-10,Books,1,9.8,9.8,credit_card,0
ORD-10378,CUST-1246,2022-12-11,Sports,1,68.1,68.1,credit_card,1
ORD-10379,CUST-2944,2022-12-12,Beauty,2,26.0,52.0,paypal,0
ORD-10380,CUST-1778,2022-12-13,Clothing,2,59.96,119.92,bank_transfer,0
ORD-10381,CUST-3915,2022-12-14,Books,2,22.82,45.64,paypal,0
ORD-10382,CUST-2789,2022-12-15,Books,2,26.07,52.14,credit_card,0
ORD-10383,CUST-2426,2022-12-16,Books,4,17.68,70.72,paypal,1
ORD-10384,CUST-1262,2022-12-17,Home & Garden,1,47.09,47.09,credit_card,0
ORD-10385,CUST-1523,2022-12-18,Clothing,3,59.02,177.06,credit_card,0
ORD-10386,CUST-4056,2022-12-19,Sports,2,52.93,105.86,credit_card,0
ORD-10387,CUST-4449,2022-12-20,Clothing,1,78.73,78.73,credit_card,0
ORD-10388,CUST-2164,2022-12-21,Electronics,3,171.75,515.25,paypal,0
ORD-10389,CUST-4312,2022-12-21,Home & Garden,2,65.22,130.44,credit_card,0
ORD-10390,CUST-3208,2022-12-22,Clothing,2,65.17,130.34,credit_card,0
ORD-10391,CUST-2404,2022-12-23,Electronics,1,174.5,174.5,paypal,0
ORD-10392,CUST-2805,2022-12-24,Electronics,1,60.62,60.62,credit_card,0
ORD-10393,CUST-3761,2022-12-25,Sports,3,51.79,155.37,credit_card,0
ORD-10394,CUST-4636,2022-12-26,Beauty,1,56.92,56.92,credit_card,0
ORD-10395,CUST-2969,2022-12-27,Home & Garden,1,77.52,77.52,credit_card,0
ORD-10396,CUST-2386,2022-12-28,Electronics,1,58.93,58.93,paypal,0
ORD-10397,CUST-4043,2022-12-29,Sports,1,102.68,102.68,credit_card,0
ORD-10398,CUST-3100,2022-12-30,Clothing,3,42.7,128.1,credit_card,0
ORD-10399,CUST-2560,2022-12-31,Beauty,2,26.01,52.02,credit_card,0
ORD-10400,CUST-2839,2022-12-31,Home & Garden,4,40.65,162.6,credit_card,0
ORD-10401,CUST-3142,2023-01-01,Clothing,1,77.0,77.0,credit_card,0
ORD-10402,CUST-1560,2023-01-02,Home & Garden,1,16.04,16.04,credit_card,0
ORD-10403,CUST-1231,2023-01-03,Clothing,1,36.57,36.57,credit_card,0
ORD-10404,CUST-3659,2023-01-04,Sports,1,94.32,94.32,credit_card,0
ORD-10405,CUST-1699,2023-01-05,Electronics,2,293.64,587.28,debit_card,0
ORD-10406,CUST-3126,2023-01-06,Beauty,1,48.86,48.86,credit_card,0
ORD-10407,CUST-4127,2023-01-07,Sports,1,59.54,59.54,credit_card,0
ORD-10408,CUST-1859,2023-01-08,Beauty,3,64.47,193.41,paypal,0
ORD-10409,CUST-2526,2023-01-09,Beauty,2,18.32,36.64,credit_card,0
ORD-10410,CUST-4913,2023-01-10,Clothing,1,60.84,60.84,debit_card,0
ORD-10411,CUST-1140,2023-01-10,Home & Garden,2,89.63,179.26,credit_card,0
ORD-10412,CUST-4022,2023-01-11,Sports,1,58.28,58.28,credit_card,1
ORD-10413,CUST-1670,2023-01-12,Clothing,3,70.35,211.05,bank_transfer,0
ORD-10414,CUST-4622,2023-01-13,Electronics,2,143.0,286.0,credit_card,0
ORD-10415,CUST-2646,2023-01-14,Clothing,1,70.29,70.29,credit_card,0
ORD-10416,CUST-1027,2023-01-15,Clothing,1,14.53,14.53,paypal,0
ORD-10417,CUST-3871,2023-01-16,Beauty,1,45.36,45.36,bank_transfer,0
ORD-10418,CUST-1589,2023-01-17,Home & Garden,2,62.64,125.28,credit_card,0
ORD-10419,CUST-2453,2023-01-18,Books,1,32.12,32.12,paypal,0
ORD-10420,CUST-3009,2023-01-19,Beauty,2,39.3,78.6,credit_card,0
ORD-10421,CUST-3980,2023-01-20,Clothing,1,82.48,82.48,paypal,0
ORD-10422,CUST-2675,2023-01-21,Sports,1,108.27,108.27,credit_card,1
ORD-10423,CUST-4432,2023-01-21,Electronics,1,170.82,170.82,paypal,0
ORD-10424,CUST-2926,2023-01-22,Electronics,1,236.71,236.71,credit_card,0
ORD-10425,CUST-2364,2023-01-23,Electronics,1,237.17,237.17,paypal,0
ORD-10426,CUST-2348,2023-01-24,Clothing,2,65.38,130.76,credit_card,0
ORD-10427,CUST-4201,2023-01-25,Clothing,4,5.0,20.0,paypal,0
ORD-10428,CUST-3659,2023-01-26,Home & Garden,1,45.52,45.52,paypal,0
ORD-10429,CUST-1507,2023-01-27,Clothing,2,85.45,170.9,debit_card,0
ORD-10430,CUST-4001,2023-01-28,Electronics,1,89.57,89.57,bank_transfer,0
ORD-10431,CUST-2661,2023-01-29,Books,2,29.77,59.54,credit_card,0
ORD-10432,CUST-2395,2023-01-30,Electronics,1,230.86,230.86,paypal,0
ORD-10433,CUST-1390,2023-01-31,Sports,2,63.87,127.74,credit_card,0
ORD-10434,CUST-4992,2023-01-31,Beauty,1,8.08,8.08,debit_card,0
ORD-10435,CUST-1210,2023-02-01,Sports,1,69.52,69.52,paypal,0
ORD-10436,CUST-4986,2023-02-02,Books,2,40.29,80.58,credit_card,0
ORD-10437,CUST-1258,2023-02-03,Books,1,14.4,14.4,credit_card,0
ORD-10438,CUST-3021,2023-02-04,Books,1,15.01,15.01,debit_card,0
ORD-10439,CUST-1419,2023-02-05,Beauty,1,24.04,24.04,debit_card,0
ORD-10440,CUST-2971,2023-02-06,Beauty,4,59.44,237.76,debit_card,0
ORD-10441,CUST-4342,2023-02-07,Home & Garden,1,67.71,67.71,paypal,0
ORD-10442,CUST-3360,2023-02-08,Books,1,16.49,16.49,credit_card,0
ORD-10443,CUST-3174,2023-02-09,Sports,3,140.89,422.67,bank_transfer,0
ORD-10444,CUST-1475,2023-02-10,Electronics,2,221.72,443.44,paypal,0
ORD-10445,CUST-4789,2023-02-11,Home & Garden,1,47.42,47.42,paypal,0
ORD-10446,CUST-2501,2023-02-11,Books,2,11.23,22.46,paypal,0
ORD-10447,CUST-3152,2023-02-12,Sports,1,131.69,131.69,paypal,0
ORD-10448,CUST-4590,2023-02-13,Clothing,1,55.37,55.37,paypal,0
ORD-10449,CUST-3514,2023-02-14,Clothing,1,20.92,20.92,paypal,1
ORD-10450,CUST-3939,2023-02-15,Electronics,2,51.62,103.24,debit_card,0
ORD-10451,CUST-1737,2023-02-16,Home & Garden,3,41.52,124.56,debit_card,0
ORD-10452,CUST-2840,2023-02-17,Beauty,1,20.17,20.17,credit_card,1
ORD-10453,CUST-3162,2023-02-18,Beauty,1,7.26,7.26,credit_card,0
ORD-10454,CUST-1702,2023-02-19,Clothing,1,30.81,30.81,paypal,1
ORD-10455,CUST-2541,2023-02-20,Clothing,1,34.78,34.78,paypal,0
ORD-10456,CUST-4325,2023-02-21,Sports,1,73.34,73.34,paypal,1
ORD-10457,CUST-4725,2023-02-21,Sports,2,150.94,301.88,debit_card,0
ORD-10458,CUST-4293,2023-02-22,Home & Garden,1,66.99,66.99,credit_card,0
ORD-10459,CUST-4735,2023-02-23,Clothing,4,51.31,205.24,credit_card,0
ORD-10460,CUST-4994,2023-02-24,Electronics,1,216.67,216.67,debit_card,0
ORD-10461,CUST-1793,2023-02-25,Sports,1,81.46,81.46,bank_transfer,1
ORD-10462,CUST-4422,2023-02-26,Books,1,25.52,25.52,credit_card,0
ORD-10463,CUST-3480,2023-02-27,Clothing,2,61.17,122.34,credit_card,0
ORD-10464,CUST-4435,2023-02-28,Beauty,1,41.96,41.96,credit_card,0
ORD-10465,CUST-3552,2023-03-01,Books,1,46.34,46.34,credit_card,0
ORD-10466,CUST-1499,2023-03-02,Beauty,1,54.58,54.58,paypal,0
ORD-10467,CUST-3250,2023-03-03,Home & Garden,2,42.55,85.1,credit_card,0
ORD-10468,CUST-4041,2023-03-03,Home & Garden,4,86.11,344.44,credit_card,0
ORD-10469,CUST-1497,2023-03-04,Beauty,1,27.33,27.33,paypal,0
ORD-10470,CUST-3018,2023-03-05,Beauty,1,47.14,47.14,paypal,0
ORD-10471,CUST-3616,2023-03-06,Beauty,1,18.0,18.0,paypal,0
ORD-10472,CUST-2857,2023-03-07,Sports,1,50.12,50.12,credit_card,0
ORD-10473,CUST-4196,2023-03-08,Home & Garden,5,85.32,426.6,credit_card,0
ORD-10474,CUST-1507,2023-03-09,Electronics,1,251.83,251.83,credit_card,0
ORD-10475,CUST-2380,2023-03-10,Clothing,2,66.06,132.12,bank_transfer,0
ORD-10476,CUST-4805,2023-03-11,Beauty,4,53.67,214.68,credit_card,0
ORD-10477,CUST-3058,2023-03-12,Clothing,2,63.22,126.44,paypal,0
ORD-10478,CUST-1723,2023-03-13,Sports,1,96.21,96.21,paypal,0
ORD-10479,CUST-1465,2023-03-14,Beauty,2,31.94,63.88,debit_card,0
ORD-10480,CUST-3372,2023-03-14,Beauty,1,53.01,53.01,credit_card,0
ORD-10481,CUST-4722,2023-03-15,Beauty,1,56.4,56.4,credit_card,0
ORD-10482,CUST-1196,2023-03-16,Home & Garden,5,73.11,365.55,debit_card,1
ORD-10483,CUST-1438,2023-03-17,Home & Garden,1,71.49,71.49,credit_card,0
ORD-10484,CUST-2500,2023-03-18,Beauty,1,65.46,65.46,paypal,0
ORD-10485,CUST-1833,2023-03-19,Electronics,1,178.53,178.53,credit_card,0
ORD-10486,CUST-1484,2023-03-20,Electronics,1,185.45,185.45,bank_transfer,0
ORD-10487,CUST-2193,2023-03-21,Beauty,2,47.75,95.5,paypal,0
ORD-10488,CUST-3571,2023-03-22,Books,2,21.14,42.28,credit_card,0
ORD-10489,CUST-4303,2023-03-23,Home & Garden,2,50.39,100.78,debit_card,0
ORD-10490,CUST-2225,2023-03-24,Electronics,1,207.21,207.21,paypal,0
ORD-10491,CUST-3802,2023-03-24,Home & Garden,1,73.84,73.84,paypal,0
ORD-10492,CUST-4292,2023-03-25,Beauty,1,69.48,69.48,credit_card,0
ORD-10493,CUST-1028,2023-03-26,Books,1,28.94,28.94,credit_card,0
ORD-10494,CUST-4411,2023-03-27,Clothing,2,41.9,83.8,paypal,0
ORD-10495,CUST-1734,2023-03-28,Home & Garden,2,96.87,193.74,credit_card,0
ORD-10496,CUST-3740,2023-03-29,Beauty,3,44.93,134.79,debit_card,0
ORD-10497,CUST-4000,2023-03-30,Beauty,2,60.95,121.9,credit_card,0
ORD-10498,CUST-4381,2023-03-31,Clothing,1,43.46,43.46,paypal,0
ORD-10499,CUST-2615,2023-04-01,Books,2,23.66,47.32,credit_card,0
ORD-10500,CUST-3638,2023-04-02,Clothing,2,52.82,105.64,paypal,0
ORD-10501,CUST-1104,2023-04-03,Home & Garden,4,76.75,307.0,credit_card,0
ORD-10502,CUST-2787,2023-04-04,Electronics,1,116.27,116.27,credit_card,0
ORD-10503,CUST-4855,2023-04-04,Home & Garden,2,92.28,184.56,credit_card,0
ORD-10504,CUST-1634,2023-04-05,Books,1,25.68,25.68,paypal,0
ORD-10505,CUST-1604,2023-04-06,Clothing,2,83.27,166.54,credit_card,0
ORD-10506,CUST-3800,2023-04-07,Clothing,4,54.78,219.12,debit_card,0
ORD-10507,CUST-3041,2023-04-08,Electronics,4,150.35,601.4,credit_card,0
ORD-10508,CUST-2819,2023-04-09,Electronics,1,236.83,236.83,paypal,0
ORD-10509,CUST-1993,2023-04-10,Sports,1,61.41,61.41,paypal,0
ORD-10510,CUST-1685,2023-04-11,Clothing,2,78.87,157.74,credit_card,0
ORD-10511,CUST-3949,2023-04-12,Electronics,2,257.96,515.92,credit_card,0
ORD-10512,CUST-2431,2023-04-13,Beauty,3,60.12,180.36,credit_card,0
ORD-10513,CUST-4106,2023-04-14,Clothing,1,63.29,63.29,paypal,0
ORD-10514,CUST-2773,2023-04-14,Beauty,3,32.22,96.66,bank_transfer,0
ORD-10515,CUST-2588,2023-04-15,Books,2,22.96,45.92,credit_card,1
ORD-10516,CUST-1920,2023-04-16,Sports,1,103.68,103.68,paypal,0
ORD-10517,CUST-3633,2023-04-17,Home & Garden,1,58.2,58.2,paypal,0
ORD-10518,CUST-2138,2023-04-18,Electronics,2,275.98,551.96,paypal,0
ORD-10519,CUST-4636,2023-04-19,Sports,1,110.88,110.88,paypal,0
ORD-10520,CUST-2633,2023-04-20,Sports,2,57.88,115.76,bank_transfer,1
ORD-10521,CUST-4259,2023-04-21,Clothing,2,96.42,192.84,paypal,0
ORD-10522,CUST-2879,2023-04-22,Sports,1,93.51,93.51,debit_card,0
ORD-10523,CUST-2659,2023-04-23,Home & Garden,1,42.18,42.18,credit_card,0
ORD-10524,CUST-2812,2023-04-24,Beauty,5,26.72,133.6,debit_card,0
ORD-10525,CUST-2765,2023-04-25,Sports,2,143.56,287.12,bank_transfer,0
ORD-10526,CUST-2915,2023-04-25,Electronics,2,311.4,622.8,debit_card,0
ORD-10527,CUST-4547,2023-04-26,Beauty,2,56.15,112.3,credit_card,0
ORD-10528,CUST-3812,2023-04-27,Beauty,2,61.11,122.22,debit_card,0
ORD-10529,CUST-1137,2023-04-28,Sports,4,133.8,535.2,credit_card,0
ORD-10530,CUST-1232,2023-04-29,Electronics,2,220.1,440.2,paypal,0
ORD-10531,CUST-1091,2023-04-30,Sports,1,101.85,101.85,credit_card,0
ORD-10532,CUST-3763,2023-05-01,Books,1,26.75,26.75,paypal,0
ORD-10533,CUST-1823,2023-05-02,Clothing,1,71.19,71.19,credit_card,0
ORD-10534,CUST-2541,2023-05-03,Beauty,2,28.13,56.26,credit_card,0
ORD-10535,CUST-4310,2023-05-04,Home & Garden,1,96.96,96.96,credit_card,0
ORD-10536,CUST-1527,2023-05-05,Beauty,2,63.34,126.68,credit_card,1
ORD-10537,CUST-1612,2023-05-05,Books,4,20.18,80.72,credit_card,0
ORD-10538,CUST-1317,2023-05-06,Clothing,1,48.11,48.11,debit_card,0
ORD-10539,CUST-2141,2023-05-07,Beauty,1,47.62,47.62,paypal,0
ORD-10540,CUST-1358,2023-05-08,Books,2,16.28,32.56,debit_card,0
ORD-10541,CUST-3516,2023-05-09,Home & Garden,1,35.5,35.5,debit_card,0
ORD-10542,CUST-3947,2023-05-10,Clothing,2,80.25,160.5,credit_card,0
ORD-10543,CUST-1736,2023-05-11,Electronics,1,147.53,147.53,paypal,0
ORD-10544,CUST-3097,2023-05-12,Books,1,22.16,22.16,paypal,0
ORD-10545,CUST-2212,2023-05-13,Home & Garden,2,56.7,113.4,credit_card,0
ORD-10546,CUST-1321,2023-05-14,Beauty,1,60.43,60.43,paypal,0
ORD-10547,CUST-2867,2023-05-15,Beauty,1,53.65,53.65,paypal,0
ORD-10548,CUST-3789,2023-05-15,Sports,1,81.33,81.33,paypal,0
ORD-10549,CUST-1912,2023-05-16,Clothing,1,29.04,29.04,paypal,0
ORD-10550,CUST-4152,2023-05-17,Sports,3,77.51,232.53,credit_card,0
ORD-10551,CUST-4969,2023-05-18,Electronics,1,221.05,221.05,debit_card,0
ORD-10552,CUST-1225,2023-05-19,Sports,1,96.79,96.79,credit_card,0
ORD-10553,CUST-1653,2023-05-20,Home & Garden,1,78.27,78.27,debit_card,0
ORD-10554,CUST-2157,2023-05-21,Beauty,1,43.39,43.39,credit_card,0
ORD-10555,CUST-4399,2023-05-22,Clothing,1,71.69,71.69,paypal,0
ORD-10556,CUST-1568,2023-05-23,Clothing,2,54.08,108.16,paypal,0
ORD-10557,CUST-2880,2023-05-24,Beauty,1,47.2,47.2,credit_card,0
ORD-10558,CUST-3149,2023-05-25,Home & Garden,2,45.39,90.78,credit_card,0
ORD-10559,CUST-1516,2023-05-26,Beauty,1,80.86,80.86,credit_card,0
ORD-10560,CUST-1168,2023-05-26,Beauty,1,35.46,35.46,paypal,0
ORD-10561,CUST-1473,2023-05-27,Home & Garden,1,81.11,81.11,debit_card,0
ORD-10562,CUST-1224,2023-05-28,Home & Garden,2,91.99,183.98,credit_card,0
ORD-10563,CUST-3001,2023-05-29,Home & Garden,4,62.68,250.72,paypal,0
ORD-10564,CUST-4746,2023-05-30,Sports,1,90.28,90.28,debit_card,0
ORD-10565,CUST-2414,2023-05-31,Beauty,4,39.93,159.72,credit_card,0
ORD-10566,CUST-2026,2023-06-01,Clothing,1,34.89,34.89,debit_card,0
ORD-10567,CUST-1938,2023-06-02,Sports,2,105.79,211.58,credit_card,0
ORD-10568,CUST-4925,2023-06-03,Clothing,2,18.72,37.44,credit_card,0
ORD-10569,CUST-4835,2023-06-04,Books,1,37.42,37.42,credit_card,1
ORD-10570,CUST-3594,2023-06-05,Sports,1,118.55,118.55,credit_card,0
ORD-10571,CUST-2853,2023-06-05,Beauty,1,50.23,50.23,paypal,1
ORD-10572,CUST-1639,2023-06-06,Home & Garden,2,22.9,45.8,debit_card,0
ORD-10573,CUST-4715,2023-06-07,Clothing,1,37.56,37.56,credit_card,0
ORD-10574,CUST-1005,2023-06-08,Clothing,3,85.57,256.71,debit_card,0
ORD-10575,CUST-1655,2023-06-09,Electronics,1,478.89,478.89,credit_card,0
ORD-10576,CUST-3714,2023-06-10,Clothing,4,81.28,325.12,credit_card,0
ORD-10577,CUST-1733,2023-06-11,Beauty,1,56.59,56.59,debit_card,0
ORD-10578,CUST-1432,2023-06-12,Clothing,2,66.55,133.1,debit_card,0
ORD-10579,CUST-3384,2023-06-13,Clothing,1,36.36,36.36,paypal,0
ORD-10580,CUST-1104,2023-06-14,Sports,1,125.83,125.83,credit_card,0
ORD-10581,CUST-2079,2023-06-15,Electronics,1,100.71,100.71,credit_card,0
ORD-10582,CUST-3570,2023-06-16,Clothing,2,28.37,56.74,credit_card,0
ORD-10583,CUST-1739,2023-06-16,Beauty,1,19.62,19.62,debit_card,0
ORD-10584,CUST-4037,2023-06-17,Electronics,2,250.25,500.5,credit_card,0
ORD-10585,CUST-1378,2023-06-18,Clothing,5,53.74,268.7,paypal,0
ORD-10586,CUST-3453,2023-06-19,Books,1,22.89,22.89,credit_card,0
ORD-10587,CUST-1305,2023-06-20,Clothing,1,54.66,54.66,paypal,0
ORD-10588,CUST-3927,2023-06-21,Clothing,1,30.23,30.23,credit_card,0
ORD-10589,CUST-4012,2023-06-22,Clothing,1,40.24,40.24,paypal,0
ORD-10590,CUST-4179,2023-06-23,Clothing,1,41.35,41.35,paypal,0
ORD-10591,CUST-2128,2023-06-24,Beauty,2,17.52,35.04,bank_transfer,0
ORD-10592,CUST-1945,2023-06-25,Home & Garden,1,59.87,59.87,debit_card,0
ORD-10593,CUST-4913,2023-06-26,Clothing,1,31.21,31.21,paypal,0
ORD-10594,CUST-3917,2023-06-26,Clothing,2,67.71,135.42,credit_card,0
ORD-10595,CUST-1732,2023-06-27,Beauty,1,50.58,50.58,debit_card,0
ORD-10596,CUST-1116,2023-06-28,Electronics,2,86.86,173.72,debit_card,0
ORD-10597,CUST-2417,2023-06-29,Beauty,4,35.25,141.0,debit_card,0
ORD-10598,CUST-3660,2023-06-30,Clothing,1,95.83,95.83,paypal,0
ORD-10599,CUST-2499,2023-07-01,Beauty,1,24.31,24.31,credit_card,0
ORD-10600,CUST-4231,2023-07-02,Clothing,3,64.39,193.17,debit_card,0
ORD-10601,CUST-3000,2023-07-03,Electronics,2,187.6,375.2,credit_card,0
ORD-10602,CUST-4965,2023-07-04,Home & Garden,2,107.79,215.58,credit_card,0
ORD-10603,CUST-4482,2023-07-05,Clothing,2,61.5,123.0,credit_card,0
ORD-10604,CUST-2884,2023-07-06,Sports,1,74.47,74.47,paypal,0
ORD-10605,CUST-4339,2023-07-06,Books,1,22.59,22.59,credit_card,0
ORD-10606,CUST-2792,2023-07-07,Books,2,22.72,45.44,paypal,0
ORD-10607,CUST-1039,2023-07-08,Electronics,2,173.4,346.8,paypal,0
ORD-10608,CUST-2232,2023-07-09,Sports,2,42.51,85.02,paypal,1
ORD-10609,CUST-2637,2023-07-10,Clothing,1,82.35,82.35,credit_card,0
ORD-10610,CUST-4905,2023-07-11,Beauty,3,57.06,171.18,bank_transfer,1
ORD-10611,CUST-4311,2023-07-12,Sports,1,52.41,52.41,credit_card,0
ORD-10612,CUST-1586,2023-07-13,Books,1,19.35,19.35,credit_card,0
ORD-10613,CUST-1000,2023-07-14,Beauty,1,36.4,36.4,credit_card,0
ORD-10614,CUST-3115,2023-07-15,Books,1,11.82,11.82,credit_card,0
ORD-10615,CUST-3134,2023-07-16,Home & Garden,2,19.0,38.0,paypal,0
ORD-10616,CUST-3941,2023-07-17,Clothing,1,40.25,40.25,credit_card,0
ORD-10617,CUST-2037,2023-07-17,Books,2,18.86,37.72,debit_card,0
ORD-10618,CUST-4248,2023-07-18,Clothing,1,23.29,23.29,credit_card,0
ORD-10619,CUST-2651,2023-07-19,Electronics,1,192.74,192.74,bank_transfer,0
ORD-10620,CUST-2338,2023-07-20,Sports,1,131.86,131.86,paypal,1
ORD-10621,CUST-2681,2023-07-21,Electronics,1,240.63,240.63,credit_card,0
ORD-10622,CUST-4777,2023-07-22,Books,2,20.89,41.78,paypal,0
ORD-10623,CUST-2567,2023-07-23,Electronics,1,47.49,47.49,credit_card,1
ORD-10624,CUST-3242,2023-07-24,Home & Garden,1,96.47,96.47,bank_transfer,0
ORD-10625,CUST-4567,2023-07-25,Beauty,1,42.34,42.34,debit_card,0
ORD-10626,CUST-1073,2023-07-26,Electronics,1,210.55,210.55,paypal,0
ORD-10627,CUST-3145,2023-07-27,Books,1,39.04,39.04,credit_card,0
ORD-10628,CUST-3833,2023-07-27,Books,5,14.74,73.7,bank_transfer,0
ORD-10629,CUST-4614,2023-07-28,Beauty,1,6.0,6.0,paypal,0
ORD-10630,CUST-1246,2023-07-29,Electronics,1,104.15,104.15,paypal,0
ORD-10631,CUST-3906,2023-07-30,Sports,3,107.5,322.5,credit_card,0
ORD-10632,CUST-4210,2023-07-31,Home & Garden,2,75.81,151.62,credit_card,0
ORD-10633,CUST-2404,2023-08-01,Home & Garden,1,38.53,38.53,paypal,0
ORD-10634,CUST-3984,2023-08-02,Clothing,2,23.77,47.54,paypal,0
ORD-10635,CUST-2974,2023-08-03,Clothing,4,47.2,188.8,debit_card,0
ORD-10636,CUST-3632,2023-08-04,Home & Garden,1,37.62,37.62,paypal,0
ORD-10637,CUST-2559,2023-08-05,Electronics,1,217.49,217.49,paypal,0
ORD-10638,CUST-1708,2023-08-06,Home & Garden,3,62.66,187.98,paypal,0
ORD-10639,CUST-4314,2023-08-07,Books,2,16.48,32.96,debit_card,0
ORD-10640,CUST-1865,2023-08-07,Home & Garden,5,52.25,261.25,credit_card,0
ORD-10641,CUST-1750,2023-08-08,Electronics,1,198.94,198.94,debit_card,0
ORD-10642,CUST-4544,2023-08-09,Clothing,4,55.94,223.76,credit_card,0
ORD-10643,CUST-4745,2023-08-10,Home & Garden,1,81.06,81.06,paypal,0
ORD-10644,CUST-3437,2023-08-11,Books,2,23.59,47.18,debit_card,0
ORD-10645,CUST-3321,2023-08-12,Beauty,3,38.84,116.52,debit_card,0
ORD-10646,CUST-2443,2023-08-13,Home & Garden,1,44.01,44.01,credit_card,0
ORD-10647,CUST-3447,2023-08-14,Books,1,15.57,15.57,paypal,0
ORD-10648,CUST-3436,2023-08-15,Electronics,2,151.58,303.16,credit_card,0
ORD-10649,CUST-3067,2023-08-16,Beauty,3,73.04,219.12,credit_card,0
ORD-10650,CUST-3620,2023-08-17,Clothing,1,25.33,25.33,debit_card,0
